x,y(x),y'(x)
0.7828282828282829,-0.07910787121261825,-1.3561484095724066
0.7878787878787878,-0.08587539408249391,-1.3238686259228
0.7929292929292929,-0.09248105746298138,-1.2920497360716099
0.797979797979798,-0.09892715434917905,-1.2606780444467551
0.803030303030303,-0.10521590955504,-1.2297402443545276
0.8080808080808082,-0.11134948163534143,-1.1992234011165699
0.8131313131313131,-0.11732996472875894,-1.1691149386095663
0.8181818181818182,-0.12315939033302133,-1.1394026246096771
0.8232323232323233,-0.12883972900641272,-1.1100745571458692
0.8282828282828283,-0.13437289200421587,-1.0811191522494836
0.8333333333333334,-0.13976073285348767,-1.052525131340673
0.8383838383838385,-0.14500504886514284,-1.0242815094626354
0.8434343434343434,-0.15010758258626003,-0.9963775833548424
0.8484848484848485,-0.1550700231970108,-0.9688029211165433
0.8535353535353536,-0.15989400785394195,-0.9415473516133891
0.8585858585858586,-0.16458112298111335,-0.9146009542269143
0.8636363636363636,-0.16913290551063068,-0.8879540492180852
0.8686868686868687,-0.1735508440759108,-0.8615971884312117
0.8737373737373737,-0.17783638015704953,-0.8355211460183377
0.8787878787878789,-0.18199090918461006,-0.8097169105829407
0.8838383838383839,-0.18601578159795717,-0.7841756758412757
0.8888888888888888,-0.1899123038641264,-0.7588888335652099
0.893939393939394,-0.19368173945564723,-0.7338479649920663
0.898989898989899,-0.19732530979082763,-0.7090448341702968
0.9040404040404041,-0.2008441951368523,-0.684471380019931
0.9090909090909092,-0.2042395354769342,-0.6601197100548365
0.9141414141414141,-0.20751243134459182,-0.6359820935376426
0.9191919191919192,-0.21066394462283794,-0.6120509546480091
0.9242424242424243,-0.21369509931219732,-0.5883188665970289
0.9292929292929293,-0.2166068822676139,-0.5647785456550889
0.9343434343434344,-0.21940024390592913,-0.5414228449980425
0.9393939393939394,-0.2220760988834971,-0.5182447494372406
0.9444444444444444,-0.22463532674695158,-0.4952373698233473
0.9494949494949496,-0.22707877255576722,-0.472393937448552
0.9545454545454546,-0.2294072474785047,-0.4497077994859172
0.9595959595959596,-0.23162152936461142,-0.42717241351774904
0.9646464646464648,-0.2337223632905198,-0.40478134303019025
0.9696969696969697,-0.23571046208222496,-0.3825282526425985
0.9747474747474748,-0.23758650681480675,-0.3604069036365111
0.9797979797979799,-0.23935114728929188,-0.33841114942537626
0.9848484848484849,-0.24100500248631057,-0.3165349310574604
0.98989898989899,-0.2425486609996794,-0.2947722736138381
0.994949494949495,-0.24398268144941468,-0.2731172817224258
1.0,-0.24530759287378062,-0.25156413570873976
